utterance	representation
what time should i leave home if i want to be at the airport before 7	[IN:GET_ESTIMATED_DEPARTURE what time should i leave [SL:SOURCE [IN:GET_LOCATION_HOME home ] ] if i want to be at [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the airport ] ] ] [SL:DATE_TIME_ARRIVAL before 7 ] ]
what is the distance between Kansas City and Sacramento	[IN:GET_DISTANCE what is the distance between [SL:SOURCE Kansas City ] and [SL:DESTINATION Sacramento ] ]
is it possible to get to Salvador from Sertanópolis before midnight?	[IN:GET_ESTIMATED_ARRIVAL is it possible to get to [SL:DESTINATION Salvador ] from [SL:SOURCE Sertanópolis ] [SL:DATE_TIME_ARRIVAL before midnight ] ? ]
Laptop places nearby	[IN:UNSUPPORTED Laptop places nearby ]
How many miles between New York and Los Angeles	[IN:GET_DISTANCE How many [SL:UNIT_DISTANCE miles ] between [SL:SOURCE New York ] and [SL:DESTINATION Los Angeles ] ]
Is there an alternative route other and i694 to Jill and Bruce's?	[IN:UPDATE_DIRECTIONS Is there an alternative route other and [SL:PATH_AVOID i694 ] to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT Jill ] and [SL:CONTACT Bruce ] ] ] 's ? ]
Is there a convenience store on rout 51 going to mom's house?	[IN:GET_INFO_ROUTE Is there a [SL:WAYPOINT [IN:GET_LOCATION [SL:CATEGORY_LOCATION convenience store ] ] ] on [SL:PATH rout 51 ] going to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:TYPE_RELATION mom ] 's house ] ] ? ]
Can I avoid traffic by taking a different bridge	[IN:UPDATE_DIRECTIONS Can I avoid [SL:OBSTRUCTION_AVOID traffic ] by taking a different [SL:PATH [IN:GET_LOCATION [SL:CATEGORY_LOCATION bridge ] ] ] ]
Any hotels left in vegas for new years eve	[IN:UNSUPPORTED Any hotels left in vegas for new years eve ]
I need to be at my doctor's office in 20 minutes, can I make it if I leave right now?	[IN:GET_ESTIMATED_ARRIVAL I need to be at [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION my doctor 's office ] ] ] [SL:DATE_TIME_ARRIVAL in 20 minutes ] , can I make it if I leave [SL:DATE_TIME_DEPARTURE right now ] ? ]
Any way to avoid this traffic	[IN:UPDATE_DIRECTIONS Any way to avoid [SL:OBSTRUCTION_AVOID this traffic ] ]
what is the distance from Green ks to Ft Riley	[IN:GET_DISTANCE what is the distance from [SL:SOURCE Green ks ] to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP Ft Riley ] ] ] ]
tell me how far it is from las vegas to hollywood	[IN:GET_DISTANCE tell me how far it is from [SL:SOURCE las vegas ] to [SL:DESTINATION hollywood ] ]
what is the distance between philadelphia and NYC	[IN:GET_DISTANCE what is the distance between [SL:SOURCE philadelphia ] and [SL:DESTINATION NYC ] ]
can i get home soon before 2pm	[IN:GET_ESTIMATED_ARRIVAL can i get [SL:DESTINATION [IN:GET_LOCATION_HOME home ] ] soon [SL:DATE_TIME_ARRIVAL before 2 pm ] ]
how many miles from Columbus zoo from home	[IN:GET_DISTANCE how many [SL:UNIT_DISTANCE miles ] from [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP Columbus zoo ] ] ] from [SL:SOURCE [IN:GET_LOCATION_HOME home ] ] ]
Can I get to IHA pediatrics on time for my appointment if I leave at 8am?	[IN:GET_ESTIMATED_ARRIVAL Can I get to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP IHA pediatrics ] ] ] on time for my appointment if I leave [SL:DATE_TIME_DEPARTURE at 8 am ] ? ]
How soon can get to Marry's house from here if I leave now?	[IN:GET_ESTIMATED_ARRIVAL How soon can get to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT Marry ] 's house ] ] from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] if I leave [SL:DATE_TIME_DEPARTURE now ] ? ]
are there alternative routes to bypass heavy traffic areas	[IN:UPDATE_DIRECTIONS are there alternative routes to bypass heavy [SL:OBSTRUCTION_AVOID traffic ] areas ]
How far is New York City from Paterson, New Jersey	[IN:GET_DISTANCE How far is [SL:DESTINATION New York City ] from [SL:SOURCE Paterson , New Jersey ] ]
Cruises from California for January	[IN:UNSUPPORTED Cruises from California for January ]
whats the distance between Detroit and Miami	[IN:GET_DISTANCE whats the distance between [SL:SOURCE Detroit ] and [SL:DESTINATION Miami ] ]
If I leave at 3 pm, when will I get to Los Angeles?	[IN:GET_ESTIMATED_ARRIVAL If I leave [SL:DATE_TIME_DEPARTURE at 3 pm ] , when will I get to [SL:DESTINATION Los Angeles ] ? ]
Grocery stores in area	[IN:UNSUPPORTED Grocery stores in area ]
How far away is Hawaii from Arizona	[IN:GET_DISTANCE How far away is [SL:DESTINATION Hawaii ] from [SL:SOURCE Arizona ] ]
How far walking is from Aventura mall to the Gulfstream Park	[IN:GET_DISTANCE How far [SL:METHOD_TRAVEL walking ] is from [SL:SOURCE [IN:GET_LOCATION [SL:POINT_ON_MAP Aventura mall ] ] ] to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP the Gulfstream Park ] ] ] ]
Calls for this afternoon	[IN:UNSUPPORTED Calls for this afternoon ]
Where can I find an event coordinator near wine country	[IN:UNSUPPORTED Where can I find an event coordinator near wine country ]
how many miles is it from paris to versailles	[IN:GET_DISTANCE how many [SL:UNIT_DISTANCE miles ] is it from [SL:SOURCE paris ] to [SL:DESTINATION versailles ] ]
how many miles to disneyland from current location	[IN:GET_DISTANCE how many [SL:UNIT_DISTANCE miles ] to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP disneyland ] ] ] from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER current location ] ] ] ]
Can i get Alexandria earlier if i take the train today?	[IN:GET_ESTIMATED_ARRIVAL Can i get [SL:DESTINATION Alexandria ] earlier if i take the [SL:METHOD_TRAVEL train ] [SL:DATE_TIME_DEPARTURE today ] ? ]
discounted fish stores in st louis	[IN:UNSUPPORTED discounted fish stores in st louis ]
Is Soaring Ridge releasing any new beers this month in Roanoke	[IN:UNSUPPORTED Is Soaring Ridge releasing any new beers this month in Roanoke ]
what is the distance from Canada and Boston	[IN:GET_DISTANCE what is the distance from [SL:SOURCE Canada ] and [SL:DESTINATION Boston ] ]
List movie theaters near my brother's house	[IN:UNSUPPORTED List movie theaters near my brother 's house ]
what is the distance from las vegas to hollywood	[IN:GET_DISTANCE what is the distance from [SL:SOURCE las vegas ] to [SL:DESTINATION hollywood ] ]
Can I drive from Toronto to Michigan by 6pm?	[IN:GET_ESTIMATED_ARRIVAL Can I [SL:METHOD_TRAVEL drive ] from [SL:SOURCE Toronto ] to [SL:DESTINATION Michigan ] [SL:DATE_TIME_ARRIVAL by 6 pm ] ? ]
Boston museum that are open during the holidays	[IN:UNSUPPORTED_EVENT Boston museum that are open during the holidays ]
If I leave right now, what time will I get to E-da Mall by noon if I take the highway?	[IN:GET_ESTIMATED_ARRIVAL If I leave [SL:DATE_TIME_DEPARTURE right now ] , what time will I get to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP E - da Mall ] ] ] [SL:DATE_TIME_ARRIVAL by noon ] if I take [SL:PATH [IN:GET_LOCATION [SL:CATEGORY_LOCATION the highway ] ] ] ? ]
Is there any alternate commute to avoid traffic	[IN:UPDATE_DIRECTIONS Is there any alternate commute to avoid [SL:OBSTRUCTION_AVOID traffic ] ]
Am I going to make it to the Convention Center by 8pm if I leave from Main Street at 7:20pm?	[IN:GET_ESTIMATED_ARRIVAL Am I going to make it to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP the Convention Center ] ] ] [SL:DATE_TIME_ARRIVAL by 8 pm ] if I leave from [SL:SOURCE Main Street ] [SL:DATE_TIME_DEPARTURE at 7 : 20 pm ] ? ]
how many miles until im home	[IN:GET_DISTANCE how many [SL:UNIT_DISTANCE miles ] until im [SL:DESTINATION [IN:GET_LOCATION_HOME home ] ] ]
is any place to eat open now	[IN:UNSUPPORTED is any place to eat open now ]
Tell me the distance between here and my destination	[IN:GET_DISTANCE Tell me the distance between [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] and [SL:DESTINATION my destination ] ]
What is the distance between Florida and California	[IN:GET_DISTANCE What is the distance between [SL:SOURCE Florida ] and [SL:DESTINATION California ] ]
can I get from here to Cambé before night?	[IN:GET_ESTIMATED_ARRIVAL can I get from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] to [SL:DESTINATION Cambé ] [SL:DATE_TIME_ARRIVAL before night ] ? ]
how far is st louis from Chicago	[IN:GET_DISTANCE how far is [SL:DESTINATION st louis ] from [SL:SOURCE Chicago ] ]
What's the distance between Boston and Cape Cod?	[IN:GET_DISTANCE What 's the distance between [SL:SOURCE Boston ] and [SL:DESTINATION Cape Cod ] ? ]
Is my father coming next week	[IN:UNSUPPORTED Is my father coming next week ]
How far is Boston from Maine	[IN:GET_DISTANCE How far is [SL:DESTINATION Boston ] from [SL:SOURCE Maine ] ]
Restaurants serving vegetarian food in New Orleans this month	[IN:UNSUPPORTED Restaurants serving vegetarian food in New Orleans this month ]
can I get home from san diego before sunset?	[IN:GET_ESTIMATED_ARRIVAL can I get [SL:DESTINATION [IN:GET_LOCATION_HOME home ] ] from [SL:SOURCE san diego ] [SL:DATE_TIME_ARRIVAL before sunset ] ? ]
What is the distance between Richmond Virginia and San Francisco California	[IN:GET_DISTANCE What is the distance between [SL:SOURCE Richmond Virginia ] and [SL:DESTINATION San Francisco California ] ]
When the Red Wings play their next game at Joe Louis Arena	[IN:UNSUPPORTED When the Red Wings play their next game at Joe Louis Arena ]
How many miles away is Yankee Stadium from the Empire State Building	[IN:GET_DISTANCE How many [SL:UNIT_DISTANCE miles ] away is [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP Yankee Stadium ] ] ] from [SL:SOURCE [IN:GET_LOCATION [SL:POINT_ON_MAP the Empire State Building ] ] ] ]
How many miles is California from Philadelphia	[IN:GET_DISTANCE How many [SL:UNIT_DISTANCE miles ] is [SL:DESTINATION California ] from [SL:SOURCE Philadelphia ] ]
Where is the closest Santa's Village to me next week	[IN:UNSUPPORTED Where is the closest Santa 's Village to me next week ]
How long has Snoop Dogg have his name as Snoop Lion	[IN:UNSUPPORTED_EVENT How long has Snoop Dogg have his name as Snoop Lion ]
What time should I leave home to get to Louisville by four p.m	[IN:GET_ESTIMATED_DEPARTURE What time should I leave [SL:SOURCE [IN:GET_LOCATION_HOME home ] ] to get to [SL:DESTINATION Louisville ] [SL:DATE_TIME_ARRIVAL by four p.m ] ]
If I leave now, when will I arrive in Parma?	[IN:GET_ESTIMATED_ARRIVAL If I leave [SL:DATE_TIME_DEPARTURE now ] , when will I arrive in [SL:DESTINATION Parma ] ? ]
I need to get to Wendy's house by 3 pm this afternoon, should I leave now?	[IN:GET_ESTIMATED_DEPARTURE I need to get to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT Wendy ] 's house ] ] [SL:DATE_TIME_ARRIVAL by 3 pm this afternoon ] , should I leave [SL:DATE_TIME_DEPARTURE now ] ? ]
What is the distance between Key West and Oregon	[IN:GET_DISTANCE What is the distance between [SL:SOURCE Key West ] and [SL:DESTINATION Oregon ] ]
Where will tonight's event for the local FFA be located?	[IN:UNSUPPORTED Where will tonight 's event for the local FFA be located ? ]
Will I make it to my girlfriend's by 5 pm?	[IN:GET_ESTIMATED_ARRIVAL Will I make it to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION girlfriend ] ] ] 's [SL:DATE_TIME_ARRIVAL by 5 pm ] ? ]
Can I get to Conni's by midnight with current conditions	[IN:GET_ESTIMATED_ARRIVAL Can I get to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT Conni ] ] ] 's [SL:DATE_TIME_ARRIVAL by midnight ] with current conditions ]
Are there any sushi restaurants near me	[IN:UNSUPPORTED_EVENT Are there any sushi restaurants near me ]
what is the distance to the mall of america	[IN:GET_DISTANCE what is the distance to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP the mall of america ] ] ] ]
Best neighborhoods to go trick or treating in on Halloween	[IN:UNSUPPORTED Best neighborhoods to go trick or treating in on Halloween ]
Where is TSU located in which state?	[IN:UNSUPPORTED Where is TSU located in which state ? ]
Where is the nightlife congregated at 1 am in Boston	[IN:UNSUPPORTED Where is the nightlife congregated at 1 am in Boston ]
where should i have my kids bday party	[IN:UNSUPPORTED_EVENT where should i have my kids bday party ]
How many miles is it to Colorado from New York	[IN:GET_DISTANCE How many [SL:UNIT_DISTANCE miles ] is it to [SL:DESTINATION Colorado ] from [SL:SOURCE New York ] ]
If I leave Houston at 7 AM Sunday, when will I get back home?	[IN:GET_ESTIMATED_ARRIVAL If I leave [SL:SOURCE Houston ] [SL:DATE_TIME_DEPARTURE at 7 AM Sunday ] , when will I get back [SL:DESTINATION [IN:GET_LOCATION_HOME home ] ] ? ]
Can you tell me what time I should be arriving in Atlanta coming off the  I-97 highway?	[IN:GET_ESTIMATED_ARRIVAL Can you tell me what time I should be arriving in [SL:DESTINATION Atlanta ] coming off [SL:PATH the I - 97 highway ] ? ]
If I leave my house in the next hour, can I make it to Houston by tomorrow afternoon?	[IN:GET_ESTIMATED_ARRIVAL If I leave [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT my ] house ] ] [SL:DATE_TIME_DEPARTURE in the next hour ] , can I make it to [SL:DESTINATION Houston ] [SL:DATE_TIME_ARRIVAL by tomorrow afternoon ] ? ]
will i make it to publix before it closes if i leave now	[IN:GET_ESTIMATED_ARRIVAL will i make it to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP publix ] ] ] before it closes if i leave [SL:DATE_TIME_DEPARTURE now ] ]
How far away is Lynchburg from here	[IN:GET_DISTANCE How far away is [SL:DESTINATION Lynchburg ] from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] ]
What time would I arrive in Raleigh if I leave at 3 pm?	[IN:GET_ESTIMATED_ARRIVAL What time would I arrive in [SL:DESTINATION Raleigh ] if I leave [SL:DATE_TIME_DEPARTURE at 3 pm ] ? ]
Who is starring in Hamilton on Broadway	[IN:UNSUPPORTED_EVENT Who is starring in Hamilton on Broadway ]
What is the distance between Indianapolis and New York	[IN:GET_DISTANCE What is the distance between [SL:SOURCE Indianapolis ] and [SL:DESTINATION New York ] ]
popular DJ near dallas, ga	[IN:UNSUPPORTED_EVENT popular DJ near dallas , ga ]
how many miles is it to Disneyland	[IN:GET_DISTANCE how many [SL:UNIT_DISTANCE miles ] is it to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP Disneyland ] ] ] ]
what is the distance between Chicago and new york	[IN:GET_DISTANCE what is the distance between [SL:SOURCE Chicago ] and [SL:DESTINATION new york ] ]
get best alternate route from here to home	[IN:UPDATE_DIRECTIONS get best alternate route from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] to [SL:DESTINATION [IN:GET_LOCATION_HOME home ] ] ]
Can you find me a club with a live DJ this weekend in Philadelphia	[IN:UNSUPPORTED Can you find me a club with a live DJ this weekend in Philadelphia ]
dog bars in charlotte NC	[IN:UNSUPPORTED dog bars in charlotte NC ]
can I avoid highways to get there	[IN:UPDATE_DIRECTIONS can I avoid [SL:PATH_AVOID [IN:GET_LOCATION [SL:CATEGORY_LOCATION highways ] ] ] to get [SL:DESTINATION there ] ]
whats the distance between seaworld and disney world	[IN:GET_DISTANCE whats the distance between [SL:SOURCE [IN:GET_LOCATION [SL:POINT_ON_MAP seaworld ] ] ] and [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP disney world ] ] ] ]
Which friend will take my place when I reschedule my hair appointment?	[IN:UNSUPPORTED Which friend will take my place when I reschedule my hair appointment ? ]
What is the distance between Spokane and Seattle?	[IN:GET_DISTANCE What is the distance between [SL:SOURCE Spokane ] and [SL:DESTINATION Seattle ] ? ]
Does my cousin have a baby shower next month?	[IN:UNSUPPORTED Does my cousin have a baby shower next month ? ]
best place to take the family this weekend	[IN:UNSUPPORTED best place to take the family this weekend ]
What is the distance between Virginia and Maryland	[IN:GET_DISTANCE What is the distance between [SL:SOURCE Virginia ] and [SL:DESTINATION Maryland ] ]
How many miles is Boise away from my house	[IN:GET_DISTANCE How many [SL:UNIT_DISTANCE miles ] is [SL:DESTINATION Boise ] away from [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT my ] house ] ] ]
Anywhere good indoor place for kids	[IN:UNSUPPORTED Anywhere good indoor place for kids ]
When is the next homeland security training?	[IN:UNSUPPORTED When is the next homeland security training ? ]
how many miles between texas and new york	[IN:GET_DISTANCE how many [SL:UNIT_DISTANCE miles ] between [SL:SOURCE texas ] and [SL:DESTINATION new york ] ]
Any chances of weather change during my driving?	[IN:UNSUPPORTED Any chances of weather change during my driving ? ]
what is the distance between portland maine and portland oregon	[IN:GET_DISTANCE what is the distance between [SL:SOURCE portland maine ] and [SL:DESTINATION portland oregon ] ]
Best restaurants for date night on Saturday	[IN:UNSUPPORTED Best restaurants for date night on Saturday ]
How far is it from New York to Cleveland	[IN:GET_DISTANCE How far is it from [SL:SOURCE New York ] to [SL:DESTINATION Cleveland ] ]
Is it possible for me to leave now and make it to NY city by 5pm?	[IN:GET_ESTIMATED_ARRIVAL Is it possible for me to leave [SL:DATE_TIME_DEPARTURE now ] and make it to [SL:DESTINATION NY city ] [SL:DATE_TIME_ARRIVAL by 5 pm ] ? ]
are there concerts on the moon	[IN:UNSUPPORTED_EVENT are there concerts on the moon ]
What's the distance between Gothenburg and Stockholm	[IN:GET_DISTANCE What 's the distance between [SL:SOURCE Gothenburg ] and [SL:DESTINATION Stockholm ] ]
24 hour Plumbers near Houston	[IN:UNSUPPORTED 24 hour Plumbers near Houston ]
if i leave in an hour, what time will i arrive at the bank	[IN:GET_ESTIMATED_ARRIVAL if i leave [SL:DATE_TIME_DEPARTURE in an hour ] , what time will i arrive at [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the bank ] ] ] ]
Which clubs serve free alcohol near me	[IN:UNSUPPORTED Which clubs serve free alcohol near me ]
What is a bestseller book that is out next week	[IN:UNSUPPORTED_EVENT What is a bestseller book that is out next week ]
How far is the closest WalMart	[IN:GET_DISTANCE How far is [SL:DESTINATION [IN:GET_LOCATION the [SL:LOCATION_MODIFIER closest ] [SL:POINT_ON_MAP WalMart ] ] ] ]
how many miles between pawtucket and foxboro	[IN:GET_DISTANCE how many [SL:UNIT_DISTANCE miles ] between [SL:SOURCE pawtucket ] and [SL:DESTINATION foxboro ] ]
What bars will have DJs this weekend in near me	[IN:UNSUPPORTED_EVENT What bars will have DJs this weekend in near me ]
When should I leave Lake Tahoe to miss any traffic today?	[IN:GET_ESTIMATED_DEPARTURE When should I leave [SL:SOURCE [IN:GET_LOCATION [SL:POINT_ON_MAP Lake Tahoe ] ] ] to miss any [SL:OBSTRUCTION_AVOID traffic ] [SL:DATE_TIME_DEPARTURE today ] ? ]
